43.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;NBA,INFO;SYSTEM,FINEST;VALIDATION,FINEST;VISUALFORCE,FINEST;WAVE,INFO;WORKFLOW,FINEST
13:50:35.0 (3281336)|HEAP_ALLOCATE|[50]|Bytes:42
13:50:35.0 (3309872)|SYSTEM_METHOD_ENTRY|[50]|System.debug(ANY)
13:50:35.0 (3380163)|USER_DEBUG|[50]|DEBUG|asst.Account.Recordtype.Name======Customer
13:50:35.0 (3392118)|SYSTEM_METHOD_EXIT|[50]|System.debug(ANY)
13:50:35.0 (3420193)|HEAP_ALLOCATE|[51]|Bytes:8
13:50:35.0 (3441473)|STATEMENT_EXECUTE|[51]
13:50:35.0 (3444149)|STATEMENT_EXECUTE|[52]
13:50:35.0 (3491839)|SYSTEM_METHOD_ENTRY|[52]|Set<Id>.add(Object)
13:50:35.0 (3510183)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:50:35.0 (3523641)|SYSTEM_METHOD_EXIT|[52]|Set<Id>.add(Object)
13:50:35.0 (3529170)|STATEMENT_EXECUTE|[53]
13:50:35.0 (3565269)|SYSTEM_METHOD_ENTRY|[53]|Map<Id,Asset>.put(Object, Object)
13:50:35.0 (3587514)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:35.0 (3608298)|SYSTEM_METHOD_EXIT|[53]|Map<Id,Asset>.put(Object, Object)
13:50:35.0 (3615918)|STATEMENT_EXECUTE|[54]
13:50:35.0 (3645270)|SYSTEM_METHOD_ENTRY|[54]|Set<Id>.add(Object)
13:50:35.0 (3657774)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:50:35.0 (3668648)|SYSTEM_METHOD_EXIT|[54]|Set<Id>.add(Object)
13:50:35.0 (3673615)|STATEMENT_EXECUTE|[55]
13:50:35.0 (3687700)|SYSTEM_METHOD_ENTRY|[55]|Map<Id,Asset>.put(Object, Object)
13:50:35.0 (3700624)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
13:50:35.0 (3712065)|SYSTEM_METHOD_EXIT|[55]|Map<Id,Asset>.put(Object, Object)
13:50:35.0 (3722366)|SYSTEM_METHOD_ENTRY|[49]|system.ListIterator.hasNext()
13:50:35.0 (3733495)|HEAP_ALLOCATE|[49]|Bytes:5
13:50:35.0 (3740854)|SYSTEM_METHOD_EXIT|[49]|system.ListIterator.hasNext()
13:50:35.0 (3754015)|VARIABLE_ASSIGNMENT|[49]|asst|null|
13:50:35.0 (3759646)|STATEMENT_EXECUTE|[59]
13:50:35.0 (3763380)|HEAP_ALLOCATE|[59]|Bytes:40
13:50:35.0 (3792942)|SYSTEM_METHOD_ENTRY|[59]|String.valueOf(Object)
13:50:35.0 (3816000)|HEAP_ALLOCATE|[59]|Bytes:20
13:50:35.0 (3830602)|SYSTEM_METHOD_EXIT|[59]|String.valueOf(Object)
13:50:35.0 (3839425)|HEAP_ALLOCATE|[59]|Bytes:60
13:50:35.0 (3850708)|SYSTEM_METHOD_ENTRY|[59]|System.debug(ANY)
13:50:35.0 (3856640)|USER_DEBUG|[59]|DEBUG|custAccntIdSet from sponsor account====={0011f000004f4aCAAQ}
13:50:35.0 (3863204)|SYSTEM_METHOD_EXIT|[59]|System.debug(ANY)
13:50:35.0 (3867372)|STATEMENT_EXECUTE|[60]
13:50:35.0 (3871052)|HEAP_ALLOCATE|[60]|Bytes:13
13:50:35.0 (3886893)|SYSTEM_METHOD_ENTRY|[60]|String.valueOf(Object)
13:50:35.0 (3944001)|HEAP_ALLOCATE|[60]|Bytes:210
13:50:35.0 (3960443)|SYSTEM_METHOD_EXIT|[60]|String.valueOf(Object)
13:50:35.0 (3968920)|HEAP_ALLOCATE|[60]|Bytes:223
13:50:35.0 (3978379)|SYSTEM_METHOD_ENTRY|[60]|System.debug(ANY)
13:50:35.0 (3983562)|USER_DEBUG|[60]|DEBUG|assetMap====={02i1f000000lHUDAA2=Asset:{AccountId=0011f000004f4aCAAQ, Canada_Only__c=true, Id=02i1f000000lHUDAA2, Special_Handling__c=false, GB_OTIP_Indicator__c=false, Staff_Plan__c=true, GB_OTIP_Staff_Indicator__c=false}}
13:50:35.0 (3992496)|SYSTEM_METHOD_EXIT|[60]|System.debug(ANY)
13:50:35.0 (272764349)|HEAP_ALLOCATE|[62]|Bytes:31
13:50:35.0 (272823906)|METHOD_ENTRY|[4]|01p1f00000098kr|C360_SponsorIndicatorsUtil.C360_SponsorIndicatorsUtil()
13:50:35.0 (272833370)|STATEMENT_EXECUTE|[4]
13:50:35.0 (272841483)|STATEMENT_EXECUTE|[4]
13:50:35.0 (272850377)|METHOD_EXIT|[4]|C360_SponsorIndicatorsUtil
13:50:35.0 (272892696)|METHOD_ENTRY|[62]|01p1f00000098kr|C360_SponsorIndicatorsUtil.findRelatedAssetContactRoles(Set<Id>)
13:50:35.0 (272980230)|VARIABLE_SCOPE_BEGIN|[40]|assetIds|Set<Id>|true|false
13:50:35.0 (273023604)|VARIABLE_ASSIGNMENT|[40]|assetIds|["02i1f000000lHUDAA2"]|0x327db914
13:50:35.0 (273039324)|STATEMENT_EXECUTE|[40]
13:50:35.0 (273042438)|STATEMENT_EXECUTE|[41]
13:50:35.0 (273049375)|HEAP_ALLOCATE|[41]|Bytes:127
13:50:35.0 (273084237)|HEAP_ALLOCATE|[41]|Bytes:4
13:50:35.0 (273104670)|HEAP_ALLOCATE|[41]|Bytes:7
13:50:35.0 (273198303)|HEAP_ALLOCATE|[41]|Bytes:8
13:50:35.0 (273209159)|HEAP_ALLOCATE|[41]|Bytes:8
13:50:35.0 (273884306)|SOQL_EXECUTE_BEGIN|[41]|Aggregations:0|SELECT Id, Asset__c, Contact__c, End_Date__c, Asset__r.Coverage_End_Date__c FROM AssetContactRoles__c WHERE Asset__c = :tmpVar1
13:50:35.0 (273908648)|LIMIT_USAGE|[41]|SOQL|1|200
13:50:35.0 (274051647)|LIMIT_USAGE|[41]|AGGS|0|600
13:50:35.0 (279839806)|SOQL_EXECUTE_END|[41]|Rows:1
13:50:35.0 (279854542)|LIMIT_USAGE|[41]|SOQL_ROWS|1|50000
13:50:35.0 (279875863)|HEAP_ALLOCATE|[41]|Bytes:8
13:50:35.0 (279901256)|HEAP_ALLOCATE|[41]|Bytes:178
13:50:35.0 (279937920)|HEAP_ALLOCATE|[41]|Bytes:8
13:50:35.0 (279957134)|METHOD_EXIT|[62]|01p1f00000098kr|C360_SponsorIndicatorsUtil.findRelatedAssetContactRoles(Set<Id>)
13:50:35.0 (280006256)|SYSTEM_METHOD_ENTRY|[62]|List<AssetContactRoles__c>.iterator()
13:50:35.0 (280099812)|SYSTEM_METHOD_EXIT|[62]|List<AssetContactRoles__c>.iterator()
13:50:35.0 (280123086)|SYSTEM_METHOD_ENTRY|[62]|system.ListIterator.hasNext()
13:50:35.0 (280141007)|HEAP_ALLOCATE|[62]|Bytes:5
13:50:35.0 (280150411)|SYSTEM_METHOD_EXIT|[62]|system.ListIterator.hasNext()
13:50:35.0 (280170285)|HEAP_ALLOCATE|[62]|Bytes:24
13:50:35.0 (280183507)|VARIABLE_SCOPE_BEGIN|[62]|asr|AssetContactRoles__c|true|false
13:50:35.0 (280239623)|VARIABLE_ASSIGNMENT|[62]|asr|{"Id":"a1G1f000002MKZOEA4","Asset__c":"02i1f000000lHUDAA2","Contact__c":"0031f000003xzOTAAY","End_Date__c":"2018-07-12T00:00:00.000Z","Asset__r":{"Id":"02i1f000000lHUDAA2","Coverage_End_Date__c":"2018-08-01T00:00:00.000Z"}}|0x68223e3b
13:50:35.0 (280250629)|STATEMENT_EXECUTE|[62]
13:50:35.0 (280253335)|STATEMENT_EXECUTE|[63]
13:50:35.0 (280257956)|HEAP_ALLOCATE|[63]|Bytes:8
13:50:35.0 (280298014)|SYSTEM_METHOD_ENTRY|[63]|String.valueOf(Object)
13:50:35.0 (280375700)|HEAP_ALLOCATE|[63]|Bytes:137
13:50:35.0 (280396350)|SYSTEM_METHOD_EXIT|[63]|String.valueOf(Object)
13:50:35.0 (280407986)|HEAP_ALLOCATE|[63]|Bytes:145
13:50:35.0 (280424456)|SYSTEM_METHOD_ENTRY|[63]|System.debug(ANY)
13:50:35.0 (280432625)|USER_DEBUG|[63]|DEBUG|asr=====AssetContactRoles__c:{Id=a1G1f000002MKZOEA4, Asset__c=02i1f000000lHUDAA2, Contact__c=0031f000003xzOTAAY, End_Date__c=2018-07-12 00:00:00}
13:50:35.0 (280440762)|SYSTEM_METHOD_EXIT|[63]|System.debug(ANY)
13:50:35.0 (280455043)|STATEMENT_EXECUTE|[64]
13:50:35.0 (280457805)|STATEMENT_EXECUTE|[65]
13:50:35.0 (280537107)|SYSTEM_METHOD_ENTRY|[65]|Set<Id>.add(Object)
13:50:35.0 (280581471)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:50:35.0 (280603717)|SYSTEM_METHOD_EXIT|[65]|Set<Id>.add(Object)
13:50:35.0 (280610395)|STATEMENT_EXECUTE|[66]
13:50:35.0 (280615465)|HEAP_ALLOCATE|[66]|Bytes:34
13:50:35.0 (280633695)|SYSTEM_METHOD_ENTRY|[66]|String.valueOf(Object)
13:50:35.0 (280653548)|HEAP_ALLOCATE|[66]|Bytes:20
13:50:35.0 (280689455)|SYSTEM_METHOD_EXIT|[66]|String.valueOf(Object)
13:50:35.0 (280698608)|HEAP_ALLOCATE|[66]|Bytes:54
13:50:35.0 (280710446)|SYSTEM_METHOD_ENTRY|[66]|System.debug(ANY)
13:50:35.0 (280716666)|USER_DEBUG|[66]|DEBUG|contactIdSet 1111111111111111====={0031f000003xzOTAAY}
13:50:35.0 (280723239)|SYSTEM_METHOD_EXIT|[66]|System.debug(ANY)
13:50:35.0 (280733572)|SYSTEM_METHOD_ENTRY|[62]|system.ListIterator.hasNext()
13:50:35.0 (280743825)|HEAP_ALLOCATE|[62]|Bytes:5
13:50:35.0 (280751056)|SYSTEM_METHOD_EXIT|[62]|system.ListIterator.hasNext()
13:50:35.0 (280765034)|VARIABLE_ASSIGNMENT|[62]|asr|null|
13:50:35.0 (280772092)|STATEMENT_EXECUTE|[75]
13:50:35.0 (280775734)|HEAP_ALLOCATE|[75]|Bytes:16
13:50:35.0 (280792294)|SYSTEM_METHOD_ENTRY|[75]|String.valueOf(Object)
13:50:35.0 (280807604)|HEAP_ALLOCATE|[75]|Bytes:20
13:50:35.0 (280820646)|SYSTEM_METHOD_EXIT|[75]|String.valueOf(Object)
13:50:35.0 (280828141)|HEAP_ALLOCATE|[75]|Bytes:36
13:50:35.0 (280854489)|SYSTEM_METHOD_ENTRY|[75]|System.debug(ANY)
13:50:35.0 (280864470)|USER_DEBUG|[75]|DEBUG|contactIdSet===={0031f000003xzOTAAY}
13:50:35.0 (280874476)|SYSTEM_METHOD_EXIT|[75]|System.debug(ANY)
13:50:35.0 (280880826)|STATEMENT_EXECUTE|[76]
13:50:35.0 (280898518)|HEAP_ALLOCATE|[76]|Bytes:4
13:50:35.0 (280920493)|SYSTEM_CONSTRUCTOR_ENTRY|[76]|<init>()
13:50:35.0 (280951279)|SYSTEM_CONSTRUCTOR_EXIT|[76]|<init>()
13:50:35.0 (280960058)|VARIABLE_SCOPE_BEGIN|[76]|contactsList|List<Contact>|true|false
13:50:35.0 (280976178)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:50:35.0 (280992004)|VARIABLE_ASSIGNMENT|[76]|contactsList|[]|0x57d6068b
13:50:35.0 (281001009)|STATEMENT_EXECUTE|[77]
13:50:35.0 (281021934)|METHOD_ENTRY|[77]|01p1f00000098kr|C360_SponsorIndicatorsUtil.findRelatedContactsByContactIds(Set<Id>)
13:50:35.0 (281069010)|VARIABLE_SCOPE_BEGIN|[44]|contactIds|Set<Id>|true|false
13:50:35.0 (281092016)|VARIABLE_ASSIGNMENT|[44]|contactIds|["0031f000003xzOTAAY"]|0x83b80b9
13:50:35.0 (281147497)|STATEMENT_EXECUTE|[44]
13:50:35.0 (281151780)|STATEMENT_EXECUTE|[45]
13:50:35.0 (281157334)|HEAP_ALLOCATE|[45]|Bytes:78
13:50:35.0 (281176819)|HEAP_ALLOCATE|[45]|Bytes:4
13:50:35.0 (281225545)|HEAP_ALLOCATE|[45]|Bytes:8
13:50:35.0 (281238805)|HEAP_ALLOCATE|[45]|Bytes:8
13:50:35.0 (281630708)|SOQL_EXECUTE_BEGIN|[45]|Aggregations:0|SELECT Id, AccountId, Account.RecordType.Name FROM Contact WHERE Id = :tmpVar1
13:50:35.0 (281647746)|LIMIT_USAGE|[45]|SOQL|2|200
13:50:35.0 (281663183)|LIMIT_USAGE|[45]|AGGS|0|600
13:50:35.0 (300102846)|SOQL_EXECUTE_END|[45]|Rows:1
13:50:35.0 (300124045)|LIMIT_USAGE|[45]|SOQL_ROWS|2|50000
13:50:35.0 (300154272)|HEAP_ALLOCATE|[45]|Bytes:8
13:50:35.0 (300194315)|HEAP_ALLOCATE|[45]|Bytes:191
13:50:35.0 (301176363)|HEAP_ALLOCATE|[45]|Bytes:8
13:50:35.0 (301239825)|METHOD_EXIT|[77]|01p1f00000098kr|C360_SponsorIndicatorsUtil.findRelatedContactsByContactIds(Set<Id>)
13:50:35.0 (301296029)|VARIABLE_ASSIGNMENT|[77]|contactsList|[{"Id":"0031f000003xzOTAAY","AccountId":"0011f000004f4aCAAQ","Account":{"Id":"0011f000004f4aCAAQ","RecordTypeId":"012U0000000g3HKIAY","RecordType":{"Id":"012U0000000g3HKIAY","Name":"Customer"}}}]|0x404fa947
13:50:35.0 (301308447)|STATEMENT_EXECUTE|[78]
13:50:35.0 (301315593)|HEAP_ALLOCATE|[78]|Bytes:17
13:50:35.0 (301389981)|SYSTEM_METHOD_ENTRY|[78]|String.valueOf(Object)
13:50:35.0 (301477672)|HEAP_ALLOCATE|[78]|Bytes:63
13:50:35.0 (301546159)|SYSTEM_METHOD_EXIT|[78]|String.valueOf(Object)
13:50:35.0 (301584736)|HEAP_ALLOCATE|[78]|Bytes:80
13:50:35.0 (301603250)|SYSTEM_METHOD_ENTRY|[78]|System.debug(ANY)
13:50:35.0 (301610765)|USER_DEBUG|[78]|DEBUG|contactsList=====(Contact:{Id=0031f000003xzOTAAY, AccountId=0011f000004f4aCAAQ})
13:50:35.0 (301618344)|SYSTEM_METHOD_EXIT|[78]|System.debug(ANY)
13:50:35.0 (301623560)|STATEMENT_EXECUTE|[79]
13:50:35.0 (301638416)|HEAP_ALLOCATE|[79]|Bytes:4
13:50:35.0 (301665187)|SYSTEM_CONSTRUCTOR_ENTRY|[79]|<init>(Integer)
13:50:35.0 (301717631)|SYSTEM_CONSTRUCTOR_EXIT|[79]|<init>(Integer)
13:50:35.0 (301726369)|VARIABLE_SCOPE_BEGIN|[79]|contactIds|Set<Id>|true|false
13:50:35.0 (301769923)|VARIABLE_ASSIGNMENT|[79]|contactIds|[]|0xe2fea07
13:50:35.0 (301792703)|SYSTEM_METHOD_ENTRY|[80]|List<Contact>.iterator()
13:50:35.0 (302015353)|SYSTEM_METHOD_EXIT|[80]|List<Contact>.iterator()
13:50:35.0 (302040331)|SYSTEM_METHOD_ENTRY|[80]|system.ListIterator.hasNext()
13:50:35.0 (302067769)|HEAP_ALLOCATE|[80]|Bytes:5
13:50:35.0 (302081253)|SYSTEM_METHOD_EXIT|[80]|system.ListIterator.hasNext()
13:50:35.0 (302122375)|HEAP_ALLOCATE|[80]|Bytes:16
13:50:35.0 (302142045)|VARIABLE_SCOPE_BEGIN|[80]|cntct|Contact|true|false
13:50:35.0 (302180561)|VARIABLE_ASSIGNMENT|[80]|cntct|{"Id":"0031f000003xzOTAAY","AccountId":"0011f000004f4aCAAQ","Account":{"Id":"0011f000004f4aCAAQ","RecordTypeId":"012U0000000g3HKIAY","RecordType":{"Id":"012U0000000g3HKIAY","Name":"Customer"}}}|0x773f5cd6
13:50:35.0 (302190676)|STATEMENT_EXECUTE|[80]
13:50:35.0 (302193352)|STATEMENT_EXECUTE|[81]
13:50:35.0 (302251811)|SYSTEM_METHOD_ENTRY|[81]|Set<Id>.add(Object)
13:50:35.0 (302273293)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:50:35.0 (302328749)|SYSTEM_METHOD_EXIT|[81]|Set<Id>.add(Object)
13:50:35.0 (302410320)|STATEMENT_EXECUTE|[82]
13:50:35.0 (302413767)|STATEMENT_EXECUTE|[83]
13:50:35.0 (302514745)|SYSTEM_METHOD_ENTRY|[83]|Set<Id>.add(Object)
13:50:35.0 (302540690)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:50:35.0 (302590341)|SYSTEM_METHOD_EXIT|[83]|Set<Id>.add(Object)
13:50:35.0 (302600355)|STATEMENT_EXECUTE|[84]
13:50:35.0 (302623923)|SYSTEM_METHOD_ENTRY|[84]|Map<Id,Asset>.get(Object)
13:50:35.0 (302647772)|SYSTEM_METHOD_EXIT|[84]|Map<Id,Asset>.get(Object)
13:50:35.0 (302699132)|SYSTEM_METHOD_ENTRY|[84]|Map<Id,Asset>.put(Object, Object)
13:50:35.0 (302721862)|SYSTEM_METHOD_EXIT|[84]|Map<Id,Asset>.put(Object, Object)
13:50:35.0 (302733540)|SYSTEM_METHOD_ENTRY|[80]|system.ListIterator.hasNext()
13:50:35.0 (302745816)|HEAP_ALLOCATE|[80]|Bytes:5
13:50:35.0 (302782443)|SYSTEM_METHOD_EXIT|[80]|system.ListIterator.hasNext()
13:50:35.0 (302801088)|VARIABLE_ASSIGNMENT|[80]|cntct|null|
