43.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;NBA,INFO;SYSTEM,FINEST;VALIDATION,FINEST;VISUALFORCE,FINEST;WAVE,INFO;WORKFLOW,FINEST
12:06:36.0 (2331634)|HEAP_ALLOCATE|[50]|Bytes:5
12:06:36.0 (2351813)|HEAP_ALLOCATE|[56]|Bytes:5
12:06:36.0 (2360370)|HEAP_ALLOCATE|[64]|Bytes:7
12:06:36.0 (2373471)|HEAP_ALLOCATE|[49]|Bytes:5
12:06:36.0 (2381984)|SYSTEM_METHOD_EXIT|[49]|system.ListIterator.hasNext()
12:06:36.0 (2418099)|HEAP_ALLOCATE|[49]|Bytes:32
12:06:36.0 (2430780)|VARIABLE_SCOPE_BEGIN|[49]|asst|Asset|true|false
12:06:36.0 (2515984)|VARIABLE_ASSIGNMENT|[49]|asst|{"AccountId":"0011f000004f4aCAAQ","GB_Canada_Only_Indicator__c":false,"Id":"02i1f000000lHUDAA2","GB_Data_Constraint_Indicator__c":true,"GB_OTIP_Indicator__c":false,"Manulife_Staff_Indicator__c":true,"Account":{"Id":"0011f000004f4aCAAQ","RecordTypeId":"012U0000000g3HKIAY","RecordType":{"Id":"012U0000000g3HKIAY","Name":"Customer"}}}|0x6690868f
12:06:36.0 (2535254)|STATEMENT_EXECUTE|[49]
12:06:36.0 (2538927)|STATEMENT_EXECUTE|[50]
12:06:36.0 (2544530)|HEAP_ALLOCATE|[50]|Bytes:34
12:06:36.0 (2670909)|HEAP_ALLOCATE|[50]|Bytes:42
12:06:36.0 (2698562)|SYSTEM_METHOD_ENTRY|[50]|System.debug(ANY)
12:06:36.0 (2761892)|USER_DEBUG|[50]|DEBUG|asst.Account.Recordtype.Name======Customer
12:06:36.0 (2771956)|SYSTEM_METHOD_EXIT|[50]|System.debug(ANY)
12:06:36.0 (2790287)|HEAP_ALLOCATE|[51]|Bytes:8
12:06:36.0 (2810205)|STATEMENT_EXECUTE|[51]
12:06:36.0 (2813108)|STATEMENT_EXECUTE|[52]
12:06:36.0 (2850655)|SYSTEM_METHOD_ENTRY|[52]|Set<Id>.add(Object)
12:06:36.0 (2869071)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
12:06:36.0 (2881488)|SYSTEM_METHOD_EXIT|[52]|Set<Id>.add(Object)
12:06:36.0 (2913465)|STATEMENT_EXECUTE|[53]
12:06:36.0 (2948603)|SYSTEM_METHOD_ENTRY|[53]|Map<Id,Asset>.put(Object, Object)
12:06:36.0 (2987315)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
12:06:36.0 (3001561)|SYSTEM_METHOD_EXIT|[53]|Map<Id,Asset>.put(Object, Object)
12:06:36.0 (3007935)|STATEMENT_EXECUTE|[54]
12:06:36.0 (3087161)|SYSTEM_METHOD_ENTRY|[54]|Set<Id>.add(Object)
12:06:36.0 (3103949)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
12:06:36.0 (3115348)|SYSTEM_METHOD_EXIT|[54]|Set<Id>.add(Object)
12:06:36.0 (3121057)|STATEMENT_EXECUTE|[55]
12:06:36.0 (3144446)|SYSTEM_METHOD_ENTRY|[55]|Map<Id,Asset>.put(Object, Object)
12:06:36.0 (3176438)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
12:06:36.0 (3205237)|SYSTEM_METHOD_EXIT|[55]|Map<Id,Asset>.put(Object, Object)
12:06:36.0 (3229845)|SYSTEM_METHOD_ENTRY|[49]|system.ListIterator.hasNext()
12:06:36.0 (3255603)|HEAP_ALLOCATE|[49]|Bytes:5
12:06:36.0 (3268746)|SYSTEM_METHOD_EXIT|[49]|system.ListIterator.hasNext()
12:06:36.0 (3298141)|VARIABLE_ASSIGNMENT|[49]|asst|null|
12:06:36.0 (3308990)|STATEMENT_EXECUTE|[59]
12:06:36.0 (3314705)|HEAP_ALLOCATE|[59]|Bytes:40
12:06:36.0 (3411776)|SYSTEM_METHOD_ENTRY|[59]|String.valueOf(Object)
12:06:36.0 (3482335)|HEAP_ALLOCATE|[59]|Bytes:20
12:06:36.0 (3515274)|SYSTEM_METHOD_EXIT|[59]|String.valueOf(Object)
12:06:36.0 (3528559)|HEAP_ALLOCATE|[59]|Bytes:60
12:06:36.0 (3553994)|SYSTEM_METHOD_ENTRY|[59]|System.debug(ANY)
12:06:36.0 (3562993)|USER_DEBUG|[59]|DEBUG|custAccntIdSet from sponsor account====={0011f000004f4aCAAQ}
12:06:36.0 (3572813)|SYSTEM_METHOD_EXIT|[59]|System.debug(ANY)
12:06:36.0 (3587522)|STATEMENT_EXECUTE|[60]
12:06:36.0 (3592904)|HEAP_ALLOCATE|[60]|Bytes:13
12:06:36.0 (3621046)|SYSTEM_METHOD_ENTRY|[60]|String.valueOf(Object)
12:06:36.0 (3720995)|HEAP_ALLOCATE|[60]|Bytes:215
12:06:36.0 (3747834)|SYSTEM_METHOD_EXIT|[60]|String.valueOf(Object)
12:06:36.0 (3761772)|HEAP_ALLOCATE|[60]|Bytes:228
12:06:36.0 (3776775)|SYSTEM_METHOD_ENTRY|[60]|System.debug(ANY)
12:06:36.0 (3785694)|USER_DEBUG|[60]|DEBUG|assetMap====={02i1f000000lHUDAA2=Asset:{AccountId=0011f000004f4aCAAQ, GB_Canada_Only_Indicator__c=false, Id=02i1f000000lHUDAA2, GB_Data_Constraint_Indicator__c=true, GB_OTIP_Indicator__c=false, Manulife_Staff_Indicator__c=true}}
12:06:36.0 (3799849)|SYSTEM_METHOD_EXIT|[60]|System.debug(ANY)
12:06:36.0 (61638466)|HEAP_ALLOCATE|[62]|Bytes:31
12:06:36.0 (61677149)|METHOD_ENTRY|[4]|01p1f00000098kr|C360_SponsorIndicatorsUtil.C360_SponsorIndicatorsUtil()
12:06:36.0 (61685051)|STATEMENT_EXECUTE|[4]
12:06:36.0 (61691742)|STATEMENT_EXECUTE|[4]
12:06:36.0 (61701210)|METHOD_EXIT|[4]|C360_SponsorIndicatorsUtil
12:06:36.0 (61735880)|METHOD_ENTRY|[62]|01p1f00000098kr|C360_SponsorIndicatorsUtil.findRelatedAssetContactRoles(Set<Id>)
12:06:36.0 (61804449)|VARIABLE_SCOPE_BEGIN|[40]|assetIds|Set<Id>|true|false
12:06:36.0 (61837079)|VARIABLE_ASSIGNMENT|[40]|assetIds|["02i1f000000lHUDAA2"]|0x331b1e9b
12:06:36.0 (61846596)|STATEMENT_EXECUTE|[40]
12:06:36.0 (61849101)|STATEMENT_EXECUTE|[41]
12:06:36.0 (61854047)|HEAP_ALLOCATE|[41]|Bytes:127
12:06:36.0 (61876697)|HEAP_ALLOCATE|[41]|Bytes:4
12:06:36.0 (61901185)|HEAP_ALLOCATE|[41]|Bytes:7
12:06:36.0 (61981561)|HEAP_ALLOCATE|[41]|Bytes:8
12:06:36.0 (61992103)|HEAP_ALLOCATE|[41]|Bytes:8
12:06:36.0 (62372054)|SOQL_EXECUTE_BEGIN|[41]|Aggregations:0|SELECT Id, Asset__c, Contact__c, End_Date__c, Asset__r.Coverage_End_Date__c FROM AssetContactRoles__c WHERE Asset__c = :tmpVar1
12:06:36.0 (62390729)|LIMIT_USAGE|[41]|SOQL|1|200
12:06:36.0 (62405561)|LIMIT_USAGE|[41]|AGGS|0|600
12:06:36.0 (67253828)|SOQL_EXECUTE_END|[41]|Rows:1
12:06:36.0 (67267802)|LIMIT_USAGE|[41]|SOQL_ROWS|1|50000
12:06:36.0 (67288646)|HEAP_ALLOCATE|[41]|Bytes:8
12:06:36.0 (67310307)|HEAP_ALLOCATE|[41]|Bytes:159
12:06:36.0 (67343016)|HEAP_ALLOCATE|[41]|Bytes:8
12:06:36.0 (67359377)|METHOD_EXIT|[62]|01p1f00000098kr|C360_SponsorIndicatorsUtil.findRelatedAssetContactRoles(Set<Id>)
12:06:36.0 (67397816)|SYSTEM_METHOD_ENTRY|[62]|List<AssetContactRoles__c>.iterator()
12:06:36.0 (67501109)|SYSTEM_METHOD_EXIT|[62]|List<AssetContactRoles__c>.iterator()
12:06:36.0 (67524082)|SYSTEM_METHOD_ENTRY|[62]|system.ListIterator.hasNext()
12:06:36.0 (67540127)|HEAP_ALLOCATE|[62]|Bytes:5
12:06:36.0 (67549476)|SYSTEM_METHOD_EXIT|[62]|system.ListIterator.hasNext()
12:06:36.0 (67566673)|HEAP_ALLOCATE|[62]|Bytes:20
12:06:36.0 (67578422)|VARIABLE_SCOPE_BEGIN|[62]|asr|AssetContactRoles__c|true|false
12:06:36.0 (67628866)|VARIABLE_ASSIGNMENT|[62]|asr|{"Id":"a1G1f000002MKZOEA4","Asset__c":"02i1f000000lHUDAA2","Contact__c":"0031f000003xzOTAAY","Asset__r":{"Id":"02i1f000000lHUDAA2","Coverage_End_Date__c":"2018-06-27T00:00:00.000Z"}}|0xe0325c7
12:06:36.0 (67640750)|STATEMENT_EXECUTE|[62]
12:06:36.0 (67643508)|STATEMENT_EXECUTE|[63]
12:06:36.0 (67647914)|HEAP_ALLOCATE|[63]|Bytes:8
12:06:36.0 (67685046)|SYSTEM_METHOD_ENTRY|[63]|String.valueOf(Object)
12:06:36.0 (67749838)|HEAP_ALLOCATE|[63]|Bytes:104
12:06:36.0 (67768093)|SYSTEM_METHOD_EXIT|[63]|String.valueOf(Object)
12:06:36.0 (67778087)|HEAP_ALLOCATE|[63]|Bytes:112
12:06:36.0 (67792058)|SYSTEM_METHOD_ENTRY|[63]|System.debug(ANY)
12:06:36.0 (67799564)|USER_DEBUG|[63]|DEBUG|asr=====AssetContactRoles__c:{Id=a1G1f000002MKZOEA4, Asset__c=02i1f000000lHUDAA2, Contact__c=0031f000003xzOTAAY}
12:06:36.0 (67807206)|SYSTEM_METHOD_EXIT|[63]|System.debug(ANY)
12:06:36.0 (67820576)|STATEMENT_EXECUTE|[64]
12:06:36.0 (67823365)|STATEMENT_EXECUTE|[65]
12:06:36.0 (67863219)|SYSTEM_METHOD_ENTRY|[65]|Set<Id>.add(Object)
12:06:36.0 (67880847)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
12:06:36.0 (67892386)|SYSTEM_METHOD_EXIT|[65]|Set<Id>.add(Object)
12:06:36.0 (67897230)|STATEMENT_EXECUTE|[66]
12:06:36.0 (67900839)|HEAP_ALLOCATE|[66]|Bytes:34
12:06:36.0 (67916024)|SYSTEM_METHOD_ENTRY|[66]|String.valueOf(Object)
12:06:36.0 (67932810)|HEAP_ALLOCATE|[66]|Bytes:20
12:06:36.0 (67944652)|SYSTEM_METHOD_EXIT|[66]|String.valueOf(Object)
12:06:36.0 (67952369)|HEAP_ALLOCATE|[66]|Bytes:54
12:06:36.0 (67960816)|SYSTEM_METHOD_ENTRY|[66]|System.debug(ANY)
12:06:36.0 (67965746)|USER_DEBUG|[66]|DEBUG|contactIdSet 1111111111111111====={0031f000003xzOTAAY}
12:06:36.0 (67972243)|SYSTEM_METHOD_EXIT|[66]|System.debug(ANY)
12:06:36.0 (67981479)|SYSTEM_METHOD_ENTRY|[62]|system.ListIterator.hasNext()
12:06:36.0 (67991238)|HEAP_ALLOCATE|[62]|Bytes:5
12:06:36.0 (67998032)|SYSTEM_METHOD_EXIT|[62]|system.ListIterator.hasNext()
12:06:36.0 (68012154)|VARIABLE_ASSIGNMENT|[62]|asr|null|
12:06:36.0 (68020239)|STATEMENT_EXECUTE|[75]
12:06:36.0 (68023916)|HEAP_ALLOCATE|[75]|Bytes:16
12:06:36.0 (68039980)|SYSTEM_METHOD_ENTRY|[75]|String.valueOf(Object)
12:06:36.0 (68054064)|HEAP_ALLOCATE|[75]|Bytes:20
12:06:36.0 (68065513)|SYSTEM_METHOD_EXIT|[75]|String.valueOf(Object)
12:06:36.0 (68071620)|HEAP_ALLOCATE|[75]|Bytes:36
12:06:36.0 (68079527)|SYSTEM_METHOD_ENTRY|[75]|System.debug(ANY)
12:06:36.0 (68084363)|USER_DEBUG|[75]|DEBUG|contactIdSet===={0031f000003xzOTAAY}
12:06:36.0 (68090584)|SYSTEM_METHOD_EXIT|[75]|System.debug(ANY)
12:06:36.0 (68094604)|STATEMENT_EXECUTE|[76]
12:06:36.0 (68106816)|HEAP_ALLOCATE|[76]|Bytes:4
12:06:36.0 (68116125)|SYSTEM_CONSTRUCTOR_ENTRY|[76]|<init>()
12:06:36.0 (68133792)|SYSTEM_CONSTRUCTOR_EXIT|[76]|<init>()
12:06:36.0 (68139690)|VARIABLE_SCOPE_BEGIN|[76]|contactsList|List<Contact>|true|false
12:06:36.0 (68150342)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
12:06:36.0 (68162750)|VARIABLE_ASSIGNMENT|[76]|contactsList|[]|0x5546a957
12:06:36.0 (68169218)|STATEMENT_EXECUTE|[77]
12:06:36.0 (68183354)|METHOD_ENTRY|[77]|01p1f00000098kr|C360_SponsorIndicatorsUtil.findRelatedContactsByContactIds(Set<Id>)
12:06:36.0 (68219068)|VARIABLE_SCOPE_BEGIN|[44]|contactIds|Set<Id>|true|false
12:06:36.0 (68236968)|VARIABLE_ASSIGNMENT|[44]|contactIds|["0031f000003xzOTAAY"]|0x60b747dd
12:06:36.0 (68244618)|STATEMENT_EXECUTE|[44]
12:06:36.0 (68246951)|STATEMENT_EXECUTE|[45]
12:06:36.0 (68250244)|HEAP_ALLOCATE|[45]|Bytes:78
12:06:36.0 (68263525)|HEAP_ALLOCATE|[45]|Bytes:4
12:06:36.0 (68293363)|HEAP_ALLOCATE|[45]|Bytes:8
12:06:36.0 (68302903)|HEAP_ALLOCATE|[45]|Bytes:8
12:06:36.0 (68568424)|SOQL_EXECUTE_BEGIN|[45]|Aggregations:0|SELECT Id, AccountId, Account.RecordType.Name FROM Contact WHERE Id = :tmpVar1
12:06:36.0 (68580443)|LIMIT_USAGE|[45]|SOQL|2|200
12:06:36.0 (68592322)|LIMIT_USAGE|[45]|AGGS|0|600
12:06:36.0 (75127950)|SOQL_EXECUTE_END|[45]|Rows:1
12:06:36.0 (75141442)|LIMIT_USAGE|[45]|SOQL_ROWS|2|50000
12:06:36.0 (75161524)|HEAP_ALLOCATE|[45]|Bytes:8
12:06:36.0 (75180515)|HEAP_ALLOCATE|[45]|Bytes:191
12:06:36.0 (75207142)|HEAP_ALLOCATE|[45]|Bytes:8
12:06:36.0 (75221814)|METHOD_EXIT|[77]|01p1f00000098kr|C360_SponsorIndicatorsUtil.findRelatedContactsByContactIds(Set<Id>)
12:06:36.0 (75258306)|VARIABLE_ASSIGNMENT|[77]|contactsList|[{"Id":"0031f000003xzOTAAY","AccountId":"0011f000004f4aCAAQ","Account":{"Id":"0011f000004f4aCAAQ","RecordTypeId":"012U0000000g3HKIAY","RecordType":{"Id":"012U0000000g3HKIAY","Name":"Customer"}}}]|0x233b2bf9
12:06:36.0 (75268221)|STATEMENT_EXECUTE|[78]
12:06:36.0 (75273735)|HEAP_ALLOCATE|[78]|Bytes:17
12:06:36.0 (75303862)|SYSTEM_METHOD_ENTRY|[78]|String.valueOf(Object)
12:06:36.0 (75355231)|HEAP_ALLOCATE|[78]|Bytes:63
12:06:36.0 (75373993)|SYSTEM_METHOD_EXIT|[78]|String.valueOf(Object)
12:06:36.0 (75384058)|HEAP_ALLOCATE|[78]|Bytes:80
12:06:36.0 (75395706)|SYSTEM_METHOD_ENTRY|[78]|System.debug(ANY)
12:06:36.0 (75402391)|USER_DEBUG|[78]|DEBUG|contactsList=====(Contact:{Id=0031f000003xzOTAAY, AccountId=0011f000004f4aCAAQ})
12:06:36.0 (75410232)|SYSTEM_METHOD_EXIT|[78]|System.debug(ANY)
12:06:36.0 (75414870)|STATEMENT_EXECUTE|[79]
12:06:36.0 (75426487)|HEAP_ALLOCATE|[79]|Bytes:4
12:06:36.0 (75456107)|SYSTEM_CONSTRUCTOR_ENTRY|[79]|<init>(Integer)
12:06:36.0 (75476339)|SYSTEM_CONSTRUCTOR_EXIT|[79]|<init>(Integer)
12:06:36.0 (75482164)|VARIABLE_SCOPE_BEGIN|[79]|contactIds|Set<Id>|true|false
12:06:36.0 (75713386)|VARIABLE_ASSIGNMENT|[79]|contactIds|[]|0x1def73e4
12:06:36.0 (75738880)|SYSTEM_METHOD_ENTRY|[80]|List<Contact>.iterator()
12:06:36.0 (75814595)|SYSTEM_METHOD_EXIT|[80]|List<Contact>.iterator()
12:06:36.0 (75832654)|SYSTEM_METHOD_ENTRY|[80]|system.ListIterator.hasNext()
12:06:36.0 (75845114)|HEAP_ALLOCATE|[80]|Bytes:5
12:06:36.0 (75853306)|SYSTEM_METHOD_EXIT|[80]|system.ListIterator.hasNext()
12:06:36.0 (75878658)|HEAP_ALLOCATE|[80]|Bytes:16
12:06:36.0 (75888983)|VARIABLE_SCOPE_BEGIN|[80]|cntct|Contact|true|false
12:06:36.0 (75920930)|VARIABLE_ASSIGNMENT|[80]|cntct|{"Id":"0031f000003xzOTAAY","AccountId":"0011f000004f4aCAAQ","Account":{"Id":"0011f000004f4aCAAQ","RecordTypeId":"012U0000000g3HKIAY","RecordType":{"Id":"012U0000000g3HKIAY","Name":"Customer"}}}|0x798dc055
12:06:36.0 (75930951)|STATEMENT_EXECUTE|[80]
12:06:36.0 (75933560)|STATEMENT_EXECUTE|[81]
12:06:36.0 (75973523)|SYSTEM_METHOD_ENTRY|[81]|Set<Id>.add(Object)
12:06:36.0 (75990702)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
12:06:36.0 (76002104)|SYSTEM_METHOD_EXIT|[81]|Set<Id>.add(Object)
12:06:36.0 (76067840)|STATEMENT_EXECUTE|[82]
12:06:36.0 (76070984)|STATEMENT_EXECUTE|[83]
12:06:36.0 (76093130)|SYSTEM_METHOD_ENTRY|[83]|Set<Id>.add(Object)
12:06:36.0 (76107416)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
12:06:36.0 (76118004)|SYSTEM_METHOD_EXIT|[83]|Set<Id>.add(Object)
12:06:36.0 (76123030)|STATEMENT_EXECUTE|[84]
12:06:36.0 (76151438)|SYSTEM_METHOD_ENTRY|[84]|Map<Id,Asset>.get(Object)
12:06:36.0 (76171269)|SYSTEM_METHOD_EXIT|[84]|Map<Id,Asset>.get(Object)
12:06:36.0 (76183861)|SYSTEM_METHOD_ENTRY|[84]|Map<Id,Asset>.put(Object, Object)
12:06:36.0 (76201153)|SYSTEM_METHOD_EXIT|[84]|Map<Id,Asset>.put(Object, Object)
12:06:36.0 (76210780)|SYSTEM_METHOD_ENTRY|[80]|system.ListIterator.hasNext()
12:06:36.0 (76220809)|HEAP_ALLOCATE|[80]|Bytes:5
12:06:36.0 (76227433)|SYSTEM_METHOD_EXIT|[80]|system.ListIterator.hasNext()
12:06:36.0 (76240273)|VARIABLE_ASSIGNMENT|[80]|cntct|null|
12:06:36.0 (76246719)|STATEMENT_EXECUTE|[87]
