43.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;NBA,INFO;SYSTEM,FINEST;VALIDATION,FINEST;VISUALFORCE,FINEST;WAVE,INFO;WORKFLOW,FINEST
11:27:32.0 (24899760)|LIMIT_USAGE|[41]|AGGS|0|600
11:27:32.0 (29124510)|SOQL_EXECUTE_END|[41]|Rows:2
11:27:32.0 (29138742)|LIMIT_USAGE|[41]|SOQL_ROWS|3|50000
11:27:32.0 (29159461)|HEAP_ALLOCATE|[41]|Bytes:12
11:27:32.0 (29176230)|HEAP_ALLOCATE|[41]|Bytes:182
11:27:32.0 (29205142)|HEAP_ALLOCATE|[41]|Bytes:12
11:27:32.0 (29220796)|METHOD_EXIT|[64]|01p1f00000098kr|C360_SponsorIndicatorsUtil.findRelatedAssetContactRoles(Set<Id>)
11:27:32.0 (29261640)|SYSTEM_METHOD_ENTRY|[64]|List<AssetContactRoles__c>.iterator()
11:27:32.0 (29319583)|SYSTEM_METHOD_EXIT|[64]|List<AssetContactRoles__c>.iterator()
11:27:32.0 (29338934)|SYSTEM_METHOD_ENTRY|[64]|system.ListIterator.hasNext()
11:27:32.0 (29351751)|HEAP_ALLOCATE|[64]|Bytes:5
11:27:32.0 (29359815)|SYSTEM_METHOD_EXIT|[64]|system.ListIterator.hasNext()
11:27:32.0 (29375142)|HEAP_ALLOCATE|[64]|Bytes:16
11:27:32.0 (29385461)|VARIABLE_SCOPE_BEGIN|[64]|asr|AssetContactRoles__c|true|false
11:27:32.0 (29411101)|VARIABLE_ASSIGNMENT|[64]|asr|{"Id":"a1G1f000002LvJwEAK","Asset__c":"02i1f000000l3W8AAI","Contact__c":"0031f000003xzOTAAY"}|0x34538014
11:27:32.0 (29419133)|STATEMENT_EXECUTE|[64]
11:27:32.0 (29421818)|STATEMENT_EXECUTE|[65]
11:27:32.0 (29470677)|SYSTEM_METHOD_ENTRY|[65]|Set<Id>.add(Object)
11:27:32.0 (29492223)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:27:32.0 (29506928)|SYSTEM_METHOD_EXIT|[65]|Set<Id>.add(Object)
11:27:32.0 (29514822)|STATEMENT_EXECUTE|[66]
11:27:32.0 (29566792)|SYSTEM_METHOD_ENTRY|[66]|Map<Id,Asset>.get(Object)
11:27:32.0 (29593412)|SYSTEM_METHOD_EXIT|[66]|Map<Id,Asset>.get(Object)
11:27:32.0 (29608489)|SYSTEM_METHOD_ENTRY|[66]|Map<Id,Asset>.put(Object, Object)
11:27:32.0 (29617207)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
11:27:32.0 (29628439)|SYSTEM_METHOD_EXIT|[66]|Map<Id,Asset>.put(Object, Object)
11:27:32.0 (29637124)|SYSTEM_METHOD_ENTRY|[64]|system.ListIterator.hasNext()
11:27:32.0 (29647049)|HEAP_ALLOCATE|[64]|Bytes:5
11:27:32.0 (29653620)|SYSTEM_METHOD_EXIT|[64]|system.ListIterator.hasNext()
11:27:32.0 (29662088)|HEAP_ALLOCATE|[64]|Bytes:16
11:27:32.0 (29670170)|VARIABLE_SCOPE_BEGIN|[64]|asr|AssetContactRoles__c|true|false
11:27:32.0 (29692737)|VARIABLE_ASSIGNMENT|[64]|asr|{"Id":"a1G1f000002MHbREAW","Asset__c":"02i1f000000l3W8AAI","Contact__c":"0031f000003uG2dAAE"}|0x64d23bb7
11:27:32.0 (29699254)|STATEMENT_EXECUTE|[64]
11:27:32.0 (29701756)|STATEMENT_EXECUTE|[65]
11:27:32.0 (29717596)|SYSTEM_METHOD_ENTRY|[65]|Set<Id>.add(Object)
11:27:32.0 (29724336)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:27:32.0 (29733155)|SYSTEM_METHOD_EXIT|[65]|Set<Id>.add(Object)
11:27:32.0 (29737343)|STATEMENT_EXECUTE|[66]
11:27:32.0 (29747687)|SYSTEM_METHOD_ENTRY|[66]|Map<Id,Asset>.get(Object)
11:27:32.0 (29759247)|SYSTEM_METHOD_EXIT|[66]|Map<Id,Asset>.get(Object)
11:27:32.0 (29769814)|SYSTEM_METHOD_ENTRY|[66]|Map<Id,Asset>.put(Object, Object)
11:27:32.0 (29775694)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
11:27:32.0 (29785293)|SYSTEM_METHOD_EXIT|[66]|Map<Id,Asset>.put(Object, Object)
11:27:32.0 (29792058)|SYSTEM_METHOD_ENTRY|[64]|system.ListIterator.hasNext()
11:27:32.0 (29799647)|HEAP_ALLOCATE|[64]|Bytes:5
11:27:32.0 (29805194)|SYSTEM_METHOD_EXIT|[64]|system.ListIterator.hasNext()
11:27:32.0 (29815977)|VARIABLE_ASSIGNMENT|[64]|asr|null|
11:27:32.0 (29821694)|STATEMENT_EXECUTE|[68]
11:27:32.0 (29825796)|HEAP_ALLOCATE|[68]|Bytes:16
11:27:32.0 (29846848)|SYSTEM_METHOD_ENTRY|[68]|String.valueOf(Object)
11:27:32.0 (29873410)|HEAP_ALLOCATE|[68]|Bytes:40
11:27:32.0 (29886612)|SYSTEM_METHOD_EXIT|[68]|String.valueOf(Object)
11:27:32.0 (29893046)|HEAP_ALLOCATE|[68]|Bytes:20
11:27:32.0 (29905974)|SYSTEM_METHOD_ENTRY|[68]|String.valueOf(Object)
11:27:32.0 (29972505)|HEAP_ALLOCATE|[68]|Bytes:430
11:27:32.0 (29988054)|SYSTEM_METHOD_EXIT|[68]|String.valueOf(Object)
11:27:32.0 (30004052)|HEAP_ALLOCATE|[68]|Bytes:506
11:27:32.0 (30017950)|SYSTEM_METHOD_ENTRY|[68]|System.debug(ANY)
11:27:32.0 (30024945)|USER_DEBUG|[68]|DEBUG|contactIdSet===={0031f000003uG2dAAE, 0031f000003xzOTAAY}assetContactMap====={0031f000003uG2dAAE=Asset:{AccountId=0011f000004f4aCAAQ, GB_Canada_Only_Indicator__c=true, Id=02i1f000000l3W8AAI, GB_Data_Constraint_Indicator__c=false, GB_OTIP_Indicator__c=true, Manulife_Staff_Indicator__c=false}, 0031f000003xzOTAAY=Asset:{AccountId=0011f000004f4aCAAQ, GB_Canada_Only_Indicator__c=true, Id=02i1f000000l3W8AAI, GB_Data_Constraint_Indicator__c=false, GB_OTIP_Indicator__c=true, Manulife_Staff_Indicator__c=false}}
11:27:32.0 (30037351)|SYSTEM_METHOD_EXIT|[68]|System.debug(ANY)
11:27:32.0 (30053401)|METHOD_ENTRY|[69]|01p1f00000098kr|C360_SponsorIndicatorsUtil.findRelatedContactsByContactIds(Set<Id>)
11:27:32.0 (30072946)|VARIABLE_SCOPE_BEGIN|[44]|contactIds|Set<Id>|true|false
11:27:32.0 (30092075)|VARIABLE_ASSIGNMENT|[44]|contactIds|["0031f000003xzOTAAY","0031f000003uG2dAAE"]|0xcbf5bfe
11:27:32.0 (30099797)|STATEMENT_EXECUTE|[44]
11:27:32.0 (30102261)|STATEMENT_EXECUTE|[45]
11:27:32.0 (30105954)|HEAP_ALLOCATE|[45]|Bytes:53
11:27:32.0 (30120459)|HEAP_ALLOCATE|[45]|Bytes:4
11:27:32.0 (30150829)|HEAP_ALLOCATE|[45]|Bytes:12
11:27:32.0 (30160377)|HEAP_ALLOCATE|[45]|Bytes:12
11:27:32.0 (30656496)|SOQL_EXECUTE_BEGIN|[45]|Aggregations:0|SELECT Id, AccountId FROM Contact WHERE Id = :tmpVar1
11:27:32.0 (30670149)|LIMIT_USAGE|[45]|SOQL|3|200
11:27:32.0 (30683748)|LIMIT_USAGE|[45]|AGGS|0|600
11:27:32.0 (34407404)|SOQL_EXECUTE_END|[45]|Rows:2
11:27:32.0 (34421649)|LIMIT_USAGE|[45]|SOQL_ROWS|5|50000
11:27:32.0 (34444731)|HEAP_ALLOCATE|[45]|Bytes:12
